NAME,COMPANY_PROFILE,LOCATION,ADDRESS,ESTABLISHMENT_TIME,WEBSITE,CONTACT_NAME,EMAIL
TMI CONTAINER LINE SDN BHD.,"TMI is a company which has own custom license, trucks and warehouse to provide total logistics and supply chain management in Malaysia.
 
We are expert in handling project cargo, DG, Food stuff, Construction Materials, Machinery and of course, other general cargo as well, including import / export / air freight/ nomination / Transshipment / Distribution / Warehousing / Trucking / Packing.
 
Please feel free to contact us to should you have any inquiries pertaining to shipment to and from Malaysia, covering major ports such as Port Klang, Penang, Pasir Gudang, Port to Tanjung Pelepas as well as ports of East Malaysia
TMI’s Achievement:
1) Handled shipment for Southeast Asia Game 2017 in Malaysia
2) Handled shipment for Forest City, Johor / Genting Highland / Malaysia’s largest Water Park for their Construction Materials
3) Export/Import branded Car/ Excavator/ Forklift/ Tower crane/ Mobile Crane
4) Export Sawn Timber/ Plywood/ Timber Balau
5) Handled Heavy machine including pickup/ packing/ lashing/ loading/ Unloading","Port Klang, Malaysia","No. 36-1.3, Jalan Bayu Tinggi 2A/KS6,",1999,www.tmishipping.com,Henry Tee,mktg@tmishipping.com
"TIANJIN HANGLONG INT'L FREIGHT AGENCY CO.,LTD","Tianjin Hanglong Freight Agent Co., Ltd，located in Tianjin- the biggest harbour of North China，has registered capital of CNY5,000,000. As a first-grade national cargo agent company,we own the independent rights of importing and exporting.Since establishment in 2015,our company has always upheld the concept of better service for customers,and strengthen ourselves with constant exploration,innovation,study as well，in order to improve better service system.Relying on the tireless effort of all the colleagues,our company got the support and trust from the customers. We focus on the door to door &port to door service of containers in wide routes, thus providing customers professional & premium schemes to save logistics costs.","Tianjin, China","Wanlong Building, Shiyijing Road, Hedong District, Tianjin -817",2015,,Belinda Wang,Belindaw@hanglongtj.com
"KNIGHT LOGISTICS CO., LTD.","KNIGHT LOGISTICS was established in June, 2004, and since then has been growing along with the development of the Vietnam logistics industry. Knight Logistics Headquarter is in Ho Chi Minh city and we have branch offices in Hai Phong, Ha Noi and Da Nang. So we covered all of Vietnam.
Our strong point is professional customs clearance and perfect handling services in Ho Chi Minh, Hai Phong, Ha Noi and Da Nang ports as well as SGN, HAN and DAD airports. From the supervisors who do the planning, tracking and checking, to those who carry out the physical execution of the shipment, each has an eye for detail and is an expert in their field. Together, we are here to make the shipping of your goods a smooth and trouble-free operation.
We also have good trucking rate and is one of a few agents who can provide transshipments service from Ho Chi Minh to Cambodia.
KNIGHT LOGISTICS is well-known as one of the leading freight forwarders, NVOCC, MTO, Customs broker, and logistics service providers in Vietnam. We specialize in import/export services via air, ocean and road transportation, including warehousing and other related logistics services. 
* Worldwide air freight and sea freight from Viet Nam
* EXW/DDP Services: Professional Customs clearance, warehousing and delivery
* Bonded trucking for transit from/to Cambodia via Ho Chi Minh seaports and airport
* Handling DG shipments for air cargo and IMO for the ocean.
KNIGHT LOGISTICS CO., LTD. serves you with LOCAL TALENT, GLOBAL MIND.
We understand that no presentation can compare to a conversation. So, in order to provide you with swift tailor-made services, we want to know your specific requirements.
YOU POINT. WE DELIVER.","Ho Chi Minh City, Vietnam","81 Street No. 6, Cityland Residence, Ward 10, Go Vap District, Ho Chi Minh City, Vietnam",2010,knight.com.vn,John Ho,overseas@knight.com.vn
"IMPORTCARGO, S.A.","ABOUT IMPORT CARGO S.A.
Importcargo Group is a freight forwarding Company / Logisitic operator who offers its customers a wide range of logistics services such as Air Freight, Ocean freight  from and to anywhere in the world.
We also offer Customsprocedures, wharehousingservices , we offer consol , packing, picking and customs bonded house , DA and DDA.
Special projects: ( packaging, special dimension cargo, perishable cargo, bulk cargoes, foodstuff etc). Intenational trade Consultant, documents legalization in chamber of commerce, embassies , crosstrades…
The group consists of:
Importcargo SA Spain
Importcargo SA Cv Mexico
Importcargo do Brasil
Importcargo Usa Corp
In addition to our own network we have a network of agents in major world locations offering an overall coverage.
OUR AIM
Group’s principal aim is the full satisfaction of our clients, giving professional and personalized solutions to their needs.
OUR MIISION
To put all our organization, professionalism and experience at the disposal of our clients, giving transport and logistics solutions, adapted to the needs of their companies.
OUR VISION
Continue with our worldwide expansion, offering and extending our quality services in each country integrated in our network, implanting in our offices the work system that characterizes us in Spain, turning us to be one of the leader companies of the sector.
BENEFITS
The principal benefit of choosing Importcargo Group could be defined by a single word: SERVICE.
Accompanied by competitive tariffs,  information, documentary agility, as well as inmediate attention to any special requirement that your company might need.","Alicante, Spain",C/Maria Guerrero 30 ENTLO B,1994,WWW.IMPORTCARGO.COM,JAVIER BROTONS,javierb.alc@importcargo.com
CU TRANSPORT INC.,"Established in 1997, CU Transport, Inc. has expanded rapidly in the evolving international transportation and logistics markets. We are a licensed NVOCC, Freight Forwarder, Customs Broker, and have an 80,000 sq. ft. Warehouse. We accommodate the logistical requirements of every importer and exporter by offering a full range of door-to-door one stop logistics solutions!2005 America’s 500 Fast Growing Private Companies by INC.2007 America’s Top 100 Logistics Companies by INC.2009 100 Fast Growing Private Companies by Los Angeles Business Journal","Los Angeles, United States","19885 HARRISON AVE Los Angeles, United States",1997,www.cutrans.com,LARRY LI,LARRY@CUTRANS.COM
CONNECT CARGO PVT LTD,"Connect Cargo Pvt Ltd is a professional company providing end to end logistics across India. With offices at Mumbai, Delhi, Chennai, Kolkata & Bangal|e & with a group presence in m|e than 20 locations, we can offer complete and prompt logistics services in India.
Regular Services
- Airfreight and sea freight
- FCL and LCL movement
- Break bulk and over dimensional cargo specialists
- Port to Port, Ex-Works, DDU, DDP
Combining group company strengths we can offer
-warehousing & distribution
-inland trucking
-trading
-reverse logistics 
-on demand trucking
etc....
Key factors in our success are that we are IATA registered and have our own HBL; have rate agreements with major Shipping lines and Airlines and thus can support contract shipments and offer Customs brokerage with our own Government approved license. 
We will be happy to answer any query and provide  solutions for any import and export to/ from India.","Chennai, India","No:47, ""Heavitree"" Unit-A,2nd Floor, Spurtank Road,Chetpet Chennai - 600031,India",2001,www.connectcargo.com,H L SANTHARAM,santharam@connectcargo.com
"CONAIR INTERTRAFFIC CO.,LTD","Conair Intertraffic Co.,Ltd offers overseas transportation by Sea freight and Air freight service along with most of international trading routes throughout globally from our efficient cooperate in Thailand which combining sea, land, air and express courier enabling us to offer faster transit time, excellent service, reliability, frequency and complete door to door service with our agent around the world. With our experience more than 20 years in freight forwarding business. You will assure by our experienced staffs who have well- trained and high qualification to careful and well handle for every piece of your cargo on every process of transportation, air freight, sea freight, land freight and express courier and project service provider. We aim to offer the best total logistics service covering the majority importing and exporting market of Thailand at the reasonable price. We do hope that with efficiencies and strongly intention of all our staffs to offer the best service to our customer and smart vision of our management will bring us to your mind for the best transportation company that you have never seen before.","Bangkok, Thailand","99/7-8 Naradhiwas Rajanagarindra Rd, Chong Nonsi, Yan Nawa, Bangkok 10120,Thailand",1997,www.conair.co.th,Bee,oversea@conair.co.th
1UP CARGO,"A Family Firm formed by a merger of multiple business units across Australia, Canada, USA, South Africa, and New Zealand. 

We have quickly positioned ourselves as one of the leading Supply Chain and Freight Forwarding Solution providers. We pride ourselves on being a one-stop International Logistics provider.

 

With a network of more than 3500 agents, worldwide and with offices in three continents, we know we can always “1UP” the competition when it comes to delivering on time without hassle.

 

What sets us apart is our hands-on, dedicated supply chain professionals who can assist you around the clock. We have the right mix of youth and experience within our teams to ensure dedication to your supply chain whilst also being able to stay on the front foot within a changing industry and remaining agile enough to modify our business practices to make use of any competitive advantages we may be able to achieve.","Durban, South Africa","Unit 1 Rocky Ridge  16 Mahogany Road  Mahogany Ridge  Durban, Kwa-Zulu Natal",2020,www.1upcargo.com,Cindy Luyt,za.jctrans@1upcargo.com
"Whale Logistics(Shanghai) Co., Ltd. Shenzhen Branch","We Whale Logistics Co Ltd was founded in Taipei. We Provide professional ocean & airfreight service, inland customs clearance and door-to-door service. Our management concept is to serve, surpass and share; our corporation spirit is flexible, diverse and innovative and our goal is to establish a reliable, professional and efficient shipping forwarder. In 2012, Whale Logistics established a branch in Shenzhen to provide diverse services to customers around the world, including import and export, and transshipment service, which are making the business more prosperous. As making an overall arrangement in the Chinese market is an indispensable strategic factor in providing comprehensive services, all the staff of Whale are looking forward to creating diverse professional services to fulfill the needs of customers, utilizing our many years of experience, reducing cost, enhancing efficiency and customer service with competitive prices, and making a good impression in the industry!WHALE is a member of JC-Trans & WCA (WCA ID: 84449), and has First Class license freight forwarding & NOVCC in China.WHALE Shenzhen engaged in Guangdong Province Sea and Air freight forwarding / CHINA & HKG Trucking / Warehousing / Consol / Declaration / Fumigation / Cargo insurance / Door to Door / Courier.We maintain very intimate interpersonal relation with most of the Shipping Lines and Airlines leaders here in Shenzhen to enjoy maximum benefits with special freight rates and cargo space facilities. We maintain  relationship with many of the customers who are very prominent and market leader and handling their freights to various destinations globally. In order to procure and facilitate more business we are continuously searching new market thus seeking your cordial co-operation. We are definitely cost effective and maintain  transparency with top secrecy in every transaction. Perhaps we are not but not less than anyone. You are most welcome to come forward for business alliance with us. Also your co-operation and prescription in procuring of third party or third country business will be highly entertained with agreed profit share. Looking forward to establish fruitful business relation which may profitable for both of us.","Shenzhen, China","Building No. 101, Xin Li Hua Information Industrial Park, Lixin Road No. 49, Nanwan Street, Buji Town, Longgang District, 518114 Shenzhen, China",2012,www.whalesha.com.cn,Eric Tang,eric@whalesz.com.cn
"Whale Logistics (Shanghai) Co.,Ltd","Founded in the 2008,Taiwan was headquarter,we have branches office in the Taipei,Taichung,Kaosiung,Hongkong,Ningbo,Tianjin,Shenzhen,Guangzhou,Sydney,Melbourne,LAX,NYC.
We focus on all the areas about logistics.We also have both import & export consol between USA and Shanghai also Taiwan and Shanghai.We also sign several service contract with WHL,OOCL,COSCO,NYK,EMC,MATSON,HPL,APL in the US line and also OOCL,EMC,ANLin the Australia line. We are trying our best in the top logistics company in the Shanghai.","Shanghai, China","7/F,No.82 North Zhongshan No.1 Road,Shanghai,P.R.China",2008,www.whalesha.com.cn,Kint Wang,stellarfan@whalesha.com.cn
"RUTAIR INTERNATIONAL FORWARDERS, S.L.","Found in 1995，as cargo agent for sea and air freight, RUTAIR INTERNATIONAL FORWARDERS, has developed and intense activity in the world of international cargo transport.We have been providing significant support to companies already established in foreign markets for export and import, as well as those willing to spread Spanish products to other countries.4PL providersWine, Spirits & DrinksChemicalsArt & SpectaclesAOG serviceHigh ValueAutomotiveTechnologyAir Freight Regular; Express; CourierSea FreightFull Container ServiceGroupage ServiceRefrigerated GoodsIMO GoodsCustoms Clearance","Madrid, Spain","CALLE CASTROBARTO 10-2a PLANTA-OFIC. Madrid, Spain",1995,www.rutair.es.,Fernando lopez,infosales@rutair.es
INTERFRACHT Air-Sea-Land Service GmbH,"International logistics / Interfracht Group
For over 50 years we provide professional logistic solutions. International freight forwarding means to us, to take care of a fast and reliable transport chain. A smoothly ride around the globe, based on continuous development. Interfracht is your contact when it comes to complex requirements for freight forwarding.
Our Services:
weekly consolidation service (LCL) and full container (FCL)
Conventional Service
Automobile Shipping
Trailer- / roll-on- / roll-off-Shipping
Packaging
Cargo handling / Bonded warehousing","Hamburg, Germany","Schellerdamm 16, 21079 Hamburg",1989,www.interfracht.de,Tobias Karrasch,hhsales@interfracht.de
Golden Bridge International Inc,"Founded in 1999 by new immigrants with a true passion for international trade, Golden Bridge's mission has always been to be the preferred freight forwarder serving and facilitating the logistics needs of other entrepreneurs and helping them realize their business’s full potential on a global scale.

Since then, our expertise in-connecting Trans-Pacific trade has enabled us to grow together with our customers. Headquartered in Los Angeles but with a strong global vision, Golden Bridge is a leading integrated logistics company comprising of four business segments: NVOCC, Warehousing & Distribution, Customs Clearance & Trade Advisory, and Trucking.

Golden Bridge's branches and agent network covers the entire Americas, Greater China, and extensively in Southeast Asia. Golden Bridge enjoys unparalleled access and relationships with the major steamship lines and cargo airlines.","Los Angeles, United States","733 9th Ave , City of Industry",2015,www.goldenbridge-intl.com,Charles Zhao,jctrans@goldenbridge-intl.com
Global Alliance Logistics Pte Ltd,"Global Alliance Logistics Pte Ltd is a Singapore company that offers international transportation services and logistics solutions from and to all location in the world. We offer a wide array of freight and logistics services in Singapore ranging from local handling, shipping, storage and global supply chain management.We specialize in customized logistics for all freight services such as:    - Air & Sea Freight    - Ex Works for both FCL & LCL    - Warehousing (License Bonded / General / DG Cargo / Air-con / Frozen Storage)    - Over-Dimensional Cargoes    - Break Bulk Cargo    - Dangerous Goods    - Industrial Equipment & Machinery    - Personal Effect Handling & Moving Service","Singapore, Singapore",37 Tannery Lane #04-03 Singapore 347790,2013,www.globalalliancelog.com,Kong Jia Ci,enquiry@globalalliancelog.com
EXCESS International,"EXCESS International is an Independent forwarding company in France as IATA member and AEO licensed customs broker. Founded in 1994, EXCESS continues developping our strong abilities in all aspects in transport by air as well as by sea. We have now our own offices in CDG, le HAVRE, Lyon and Marseille. We are  certificated ISO9000 and RSE.  Our experienced team always provides most professional and efficient solutions to our clients in differents fields such as oil & gas industrial and automobile, in exhibitions, events shipments,  chemical, dangerous goods, OOG project cargo and E commerce business. We can charter a flight or a vessel, but we can transport a small high value parcel as well. We can offer dedicated express solution for top urgence case but we can also find cheap cost transport way as required by clients. In 2023, we opened our link office in Singapore to serve better our agents and clients in Asia.","Paris, France","ZAC du Moulin, 5 Rue de Meunier",1992,www.excess.fr,Weina Chen,w.chen@excess.fr
1UP Cargo Limited,"1UP CARGO is a Family Owned and Operated Freight Forwarding and Customs Brokerage with its own offices across Australia and Canada. We take ownership of the international Supply Chain to ensure that your clients get the best-in-class service that they demand, and we believe this keeps them coming back to engage with you, time after time. We pride ourselves on staying on the cutting edge of innovations in the international transport industry and remain agile enough to adapt to these changes as the opportunities present themselves. We believe in engaging all Stakeholders within the International supply chain, which include nurturing our relationships with Tier 1 Carrier contacts. These relationships ensure that we remain competitive whilst also being able to back-up our service commitment to our agents and clients. We have a good mix of industry veterans and youth staff that can understand and relate to your clients’ needs, before they even know what they are. With accreditations in place with all Peak Industry Bodies, you and your team are dealing with a Quality Assured agent with strict KPIs in place that make doing business easier and more successful. Some of our key services include: 1	General Freight Forwarding Export & Import Services 2	Customs and AQIS Brokerage 3	Time Critical and Dangerous Goods Transport 4	FBA and E-Commerce Fulfilments 5	Project & OOG Cargo 6	Food and Beverages Cargo 7	PO Management8	24/7 contact through email, WhatsApp, WeChat and skype and landlines.","Auckland, New Zealand","1UP Cargo 39 Bishop Dunn Place Botany 2013 Auckland, New Zealand",2018,www.1upcargo.com,Angela Garcia,NZ.Jctrans@1upcargo.comCargo Movers GmbH
VISION LOGISTICS (THAILAND) COMPANY LIMITED,"VISION LOGISTICS (THAILAND) CO.,LTD  is 100% local owned company. This young, dynamic and energetic company is managed by dedicated professional with years of vast experience and sound technical knowledge of their product and services.","Bangkok, Thailand","77/40 Sinn Sathorn Tower 12th Floor, Krungdhonburi Road,Klongtonsai, Klongsarn, Bangkok 10600, Thailand",2007,https://visionbkk.com/,Vichai Phannapalakoon,vichai@visionbkk.com
"UNITRANS LINE CO.,LTD.","Unitrans is the leading international freight forwarder in Korea who has been offering a customized and creative, various logistics solution since it was established in 1991. Unitrans is sucessfully performing our mission for customer's satisfaction with our passionate colleagues. The coverage
of our service is reaching all of the world through our overseas partner in approximately 200 countries. Unitrans is committed to leading you to sucess with striving for innovation & excellence in world wide network as well as our own organization. 
We trust that ""Human being holds the key"" finally, everything is done by human being. Unitrans has been doing its best to improve individula capability of colleagus and strengthen since established. Our excellent service quality and competitive advantage come from our capable and professional colleagues. Stable and reliable logistics solution provider, Unitrans is ready to move you to sucess.","Seoul, South Korea","5F, Sinwon Blge, 30, World Cup buk-ro, 6-gil, Mapo-gu, Seoul, Korea",1991,www.unitrans.co.kr,Steve Jang,dhjang@unitrans.co.kr
"MKS SMART LOG, S.A. DE C.V","MKS Smart Logistics starts due to the constant need of exporting and importing companies of having a quick, dynamic, integral but overall smart service, such service provided smartly will become a logistics solution instead of being a problem. All the above is achieved due to the human capital that makes MKS exists, such as staff, the best national and international partners with great experience in international logistics, who have the firm conviction that the most important matter is not only the service we provide, but the way that our services are provided. The most valuable asset that MKS has, are its customers, but also and not least important, its staff, since all together make the perfect team that makes everything possible.  Services:        Air FreightSea FreightRoad FreightTime Critical (OBC & Air Charter)Supply Chain ManagementInsuranceIntegral Service Branches:Mexico CityMexico City AirportQueretaro","Naucalpan, Mexico","Av.1 de Mayo #120, int. A piso 2 col. San Andres Atoto, cp 53500, Nauclapan, Mexico",2016,www.mks.global,Rubi Morales,overseas@mks.global
KINGSCOTE ROJAY LIMITED(KRL),"KRL are an established freight forwarder with over 25 years of standing. We have 11 regional offices servicing all areas of the uk in airfreight, seafreight, rail, warehousing, 3PL, domestic and also have our own packing / case making divisions. KRL provides the skills and services to meet all your freight, logistic and packing requirements. We have an experienced dynamic team and are a fast growing and forward thinking company. We pride ourselves on customer service, communication and building relationships with stakeholders.
We have been succesfully running our own seafreight consols for a number of years out of Hong Kong and china offering  service and first class rates.
We are linked to all the major ports through our it systems and pride ourselves on fast devann and clearances.","London, United Kingdom",Unit 3 Eastern Road Aldershot,1993,www.kr-l.com,Toby Kallmeier,toby.kallmeier@kr-l.com
Intermodal Shipping Inc,"Offering Customs clearance in USA for FCL,LCL and air shipments and delivering shipments all over USA .We are an international & domestic freight forwarder, NVOCC, an IAC and an agent of IATA/CNS. We specialize in all sorts of cargo including dangerous goods, valuables, medical and life saving supplies, perishables(including food and flowers), urgent shipments, aircraft parts and AOG, oversize and overweightcargo, live animals (including wildlife) and deliveries to  remote parts of the globe.","New York, United States","JFK Airport, Cargo bldg. 75, Room 230 Jamaica, NY 11430,United States",2007,www.int-shipping.com,Leo,LEO@INT-SHIPPING.COM
HIGHLIGHT INTERNATIONAL LOGISTICS PTE LTD,"Highlight International Logistics is founded in 2014. We started with freight forwarding business in view to provide quality service and problem solving to our overseas partners and direct customers. Over the years, we have grown rapidly and become stronger. Our team committed attitude has won many praises from agents and customers. - Air & Sea Freight    - Ex Works for FCL, LCL and Air    - DDU/DDP/DAP for FCL, LCL and Air    - Warehousing (License Bonded / General / DG Cargo / Air-con Storage)    - OOG or Special Handling Cargoes    - Break Bulk Cargo    - Dangerous Goods    - Industrial Equipment & Machinery","Singapore, Singapore","1 Maritime Square, Unit 09-33  HarbourFront Centre (Lobby A) Singapore 099253",2014,www.highlight-logistics.com,Andy Low,andylow@highlight-logistics.com
GOLDEN CARGO SERVICES LLC,"Established in 1990 in Kuwait, we’re a Global Logistics Solutions provider offering a multitude of services to meet your business needs. Customers around the world rely on our expertise to manage their day to day freight needs. With a history spanning over 25 years in the industry, we have evolved from a traditional freight forwarder to a global provider of innovative and fully integrated supply chain solutions.","Dubai, United Arab Emirates","PO BOX 49662, HAMSAH COMPLEX, O BLOCK 305,KARAMA, DUBAI, U.A.E",1995,www.goldencargo.com,XAVIER GEORGE,xavier.george@goldencargo.com
Gateway Cargo Systems GmbH,"Gateway Cargo Systems GmbH was founded in 1988 and on January 1, 1989 was entered in the commercial register in Hamburg as HRB41455.The four elements of our daily work are air, water, road, and rail. Whether sewing needles or an entire needle factory: We passionately look for the best solution to meet your needs. You benefit from our participating interest in two container freight stations in Hamburg and Bremen. You benefit from our close partnership with all the leading maritime shipping companies, airlines, and NVOCCs.- AIRFREIGHT EXPORT & IMPORTOur many years of experience and our particular portfoliomake air freight not only fast and punctual, but also flexible and reliable.- OCEANFREIGHT EXPORT & IMPORTThanks to our good performance in all areas of ocean freight, we can offer you an outstandingprice/performance ratio.- LOGISTICSWith our professional logistics, the supply chain and transport services function precisely and smoothly, all around the world.- TRUCKING  Thanks to our reliable partners, with the best geographic knowledge, we offer you extraordinarily fast delivery times within Europe.- RAILWAY EXPORT & IMPORTWith our longstanding partners, we offer safe and reliable transport to the desired destination for a wide variety of cargoes.- SPECIAL SERVICESWith our comprehensive additional services, we also offer individualized transport solutions at good terms and conditions.","Hamburg, Germany",Niendorfer Str. 170,1988,www.gatewaycargo.de,Oliver Klitzing,oklitzing@gatewaycargo.de
"FEG LOGISTICS Co.,Ltd.","F.E.G. established in 1989 by C,E.O Mr. Chun, F.E.G. has evolved into a total logistics service provider in Freight Forwarding , Customs Clearance, and trucking.Headquartered in Seoul, FEG runs offices in China, Vietnam, Japan and U.S.F.E.G. provides services below Worldwide General Freight Forwarding Break Bulk and Project Transportation LCL Consolidation, DeconsolidationInward/Outward Customs Clearance Inland truckingGeneral / Special PackingWarehousing & 3PLTrading ConsultFTA ConsultTraveling AgencyAs F.E.G. grows every year, we have gained the annual order from middle or big-sized companies through annual bidding. Many of your demanding customers request you to manage their daily logistics flows and optimize the whole process with the help of system or technology.In order to handle multi-party trading (including triangle business) and L/C transactions for such demanding customers, forwarders should be thorough and well educated. Our skillful and multi-lingual crews always give good impression to those customers.","Tokyo, Japan","No. 501, 2-1,Uchikanda 3-chome, Chiyoda-ku, Tokyo 101-0047, Japan",2018,http://www.familyexp.com/en,Leo,tyo@familyexp.com
EGLOBE INTERMODAL S.A.,"EGLOBE was set up with the aim of providing end-to-end integral logistics solutions with head office in Barcelona and branch office in Valencia. Efficiency, transparency & professionality are our main values, joined together with a close and personalized treatment and a high-quality service to our clients. We are able to approach the optimal transport method to each client thanks to our big streamlined network of international agents that allows us to offer full transport solutions, either shipping, air or road transportation, customs clearance and all the linked activities.","Barcelona, Spain","Av. Gran Via de les Corts Catalanes 641, 6th Floor, 3-4 Rooms",2016,https://eglobe-cargo.com/,Hugo Ipina,hipina@eglobe-cargo.com
Direct Freight,"Direct Freight for more than a decade and with its high capability, wide network, professional experts, customer-oriented approach, and distinctive reputation in the transportation industry, has become a leading provider of customer-driven freight services in the region.
Direct Freight was established in 2004 in Jordan to provide customized turnkey import and export services by land, sea and air. We also provide brokerage service and warehousing/distribution. . We work as an extension of our customer’s business team, ensuring peace of mind shipments arrive as expected. . Our in-depth market knowledge and relationships across the shipping industry are enabling us to identify our customers’ needs and fit it, and arrange safe procedures to get the work done the best method.
Our Services :, 
General AIR , SEA and Land Freight Services 
Ship Brokering & Heavy Lift Chartering
Heavy Transportation
Crane and Heavy lifting Arrangement
Heavy Industrial Moving
Stuffing and Unstuffing
Packing & Moving
General Warehousing Services
Pharmaceutical Shipping and Logistics
Dangerous Goods Shipping and Logistics
Perishable Goods Shipping and Logistics","Amman, Jordan",SHAKER BEN ZAID ST,2005,www.freight-direct.com,Mohammad Al Khateeb,khatib@freight-direct.com
Comodality Sweden AB,"We are the official agent of Landstar in Sweden. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Gothenburg, Sweden",Marieholmsgatan 42 SE-415 02 Gothenburg Sweden,2018,https://www.comodalitygroup.com,Staffan Wirdemo,STAFFAN.WIRDEMO@CO-MODALITY.COM
Comodality Norway AS,"We are the official agent of Landstar in Norway. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Oslo, Norway",Wergelandsveien 1-3 N-0167 Oslo Norway,2020,https://www.comodalitygroup.com,Martin Harrsen,oslo@co-modality.com
Comodality Germany GmbH,"We are the official agent of Landstar in Germany. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Hamburg, Germany",Lademannbogen 21-23 D-22339 Hamburg Germany,2018,https://www.comodalitygroup.com,Nadine Klein,nadine.klein@co-modality.com
Comodality Finland Oy,"We are the official agent of Landstar in Finland. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Helsinki, Finland","Hyrylantie 9 FI-04300 Tuusula Helsinki, Finland",2018,https://www.comodalitygroup.com,Ville Hannila,ville.hannila@co-modality.com
COMODALITY Baltics SIA,"We are the official agent of Landstar in the Baltics, covering Latvia, Estonia and Lithuania. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Riga, Latvia",Skanstes Str. 50 LV-1013 Riga Latvia,2023,https://www.comodalitygroup.com,Antra Kalnina,riga@landstarmail.com
COMODALITY ApS,"We are the official agent of Landstar in Denmark. Landstar System, Inc. is a worldwide, asset-light provider of integrated transportation management solutions delivering safe, specialized transportation services to a broad range of customers utilizing a network of agents, third-party capacity providers and employees. Landstar transportation services companies are certified to ISO 9001:2015 quality management system standards and RC14001:2015 environmental, health, safety and security management system standards. Landstar System, Inc. is headquartered in Jacksonville, Florida. Its common stock trades on The NASDAQ Stock Market under the symbol LSTR.","Copenhagen, Denmark","Jernholmen 54,DK-2650 Hvidovre,Denmark",2011,https://www.comodalitygroup.com,Soren Holmegaard Jensen,soren.jensen@co-modality.com
Capital Worldwide Express Cargo Corp.,"CAPITAL WORLDWIDE EXPRESSCARGO CORPORATION is a locally owned international air and sea freight company.Founded in May 2002, and has gone from strength to strength to become The International Freight Forwarder on your doorstep. Whether it is residential shifting commercial consignment, Capital Worldwide offers end to end logistics solutions irrespective of the place. In18 years of existence, the company's reputation for excellence in the customs and freighting industry is well known.The company pride itself on it's ability to ensure not only cost effective but also, provides best standards in customer service, time bound safe deliveries and door to door services which add to overall customer satisfaction.","Manila, Philippines","Unit 2506, 25th Floor World Trade Exchange #215 Juan Luna Street Binondo Manila",2002,www.capitalworldwideph.com,Razel V Meman,razel_meman@capitalworldwideph.com
BUS Biuro Uslug Spedycyjnych Sp. J.,"BUS (Biuro Uslug Spedycyjnych) is a privately held Freight Forwarder with its headquarter in Warsaw. Founded in 1987 BUS also maintains an office in one of Poland's main ocean ports, Gdynia. BUS is active in air and sea freight, but also established its own Customs Brokerage company. We offer service provision as well in rail freight in particular in connection to or from Europe - China.  BUS' own warehouse facility is attached to their main office in Warsaw and handles various add-on services to the supply chain. Their own trucking business takes advantage of the efficiencies gained from shortened airport runs.","Warszawa, Poland","02-234 Warszawa, ul. Dzialkowa 117",1987,www.bussped.pl,Marek Chyla,m.chyla@bussped.plOLIN LOGISTICS SA DE CV
